0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"{'TEXT': '4154', 'LABEL': 'b-company'}","{'TEXT': 'Pui', 'LABEL': 'i-company'}","{'TEXT': 'lboreau', 'LABEL': 'i-company'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'du', 'LABEL': 'i-address'}","{'TEXT': '18', 'LABEL': 'i-address'}","{'TEXT': 'Juin', 'LABEL': 'i-address'}","{'TEXT': 'ZAC', 'LABEL': 'i-address'}","{'TEXT': 'Beaulieu', 'LABEL': 'i-address'}","{'TEXT': 'Fabienne', 'LABEL': 'i-address'}","{'TEXT': 'ous', 'LABEL': 'i-address'}","{'TEXT': 'êtes', 'LABEL': 'i-address'}","{'TEXT': 'servi', 'LABEL': 'i-address'}","{'TEXT': 'par', 'LABEL': 'i-address'}","{'TEXT': '05', 'LABEL': 'b-date'}","{'TEXT': '10—2016', 'LABEL': 'i-date'}","{'TEXT': '8,57', 'LABEL': 'b-total'}",{'id': '1012'},,,,,,,,,,,,,
"{'TEXT': 'CRF—CTTY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '37', 'LABEL': 'b-address'}","{'TEXT': 'BIS', 'LABEL': 'i-address'}","{'TEXT': 'AVENUE', 'LABEL': 'i-address'}","{'TEXT': 'JEAN', 'LABEL': 'i-address'}","{'TEXT': 'GUITON', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '6.50€', 'LABEL': 'b-total'}","{'TEXT': '24/04/2017', 'LABEL': 'b-date'}",{'id': '586'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '11.81€', 'LABEL': 'b-total'}","{'TEXT': '12/06/2017', 'LABEL': 'b-date'}",{'id': '357'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CIY', 'LABEL': 'b-company'}","{'TEXT': 'Y', 'LABEL': 'i-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'RD', 'LABEL': 'i-company'}","{'TEXT': 'CHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '9.89€', 'LABEL': 'b-total'}","{'TEXT': '07/04/2017', 'LABEL': 'b-date'}",{'id': '419'},,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CT”Y', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '5.', 'LABEL': 'b-total'}","{'TEXT': '798', 'LABEL': 'i-total'}","{'TEXT': '20/04/2017', 'LABEL': 'b-date'}",{'id': '394'},,,,,,,,,,,,,,,,
"{'TEXT': '11.5', 'LABEL': 'b-total'}",{'id': '633'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCTERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '25.50€', 'LABEL': 'b-total'}","{'TEXT': '19/01/2017', 'LABEL': 'b-date'}",{'id': '169'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CTTY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '25/02/2017', 'LABEL': 'b-date'}",{'id': '6'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'LE', 'LABEL': 'b-company'}","{'TEXT': 'VALIN', 'LABEL': 'i-company'}","{'TEXT': '41,', 'LABEL': 'b-address'}","{'TEXT': 'Quai', 'LABEL': 'i-address'}","{'TEXT': 'Valin', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '2/02/2017', 'LABEL': 'b-date'}","{'TEXT': '87.50', 'LABEL': 'b-total'}",{'id': '1374'},,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'Restaurant', 'LABEL': 'i-company'}","{'TEXT': 'McDonald‘s', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': 'LES', 'LABEL': 'i-address'}","{'TEXT': 'MINIMES', 'LABEL': 'i-address'}","{'TEXT': 'Pole', 'LABEL': 'i-address'}","{'TEXT': 'loisirs', 'LABEL': 'i-address'}","{'TEXT': 'des', 'LABEL': 'i-address'}","{'TEXT': 'Minimes', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': 'la', 'LABEL': 'i-address'}","{'TEXT': 'Scierie', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '16/06/2017', 'LABEL': 'b-date'}","{'TEXT': '9.10', 'LABEL': 'b-total'}",{'id': '838'},,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '20.05€', 'LABEL': 'b-total'}","{'TEXT': '17/02/2017', 'LABEL': 'b-date'}",{'id': '50'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '20.00€', 'LABEL': 'b-total'}","{'TEXT': '23/02/2017', 'LABEL': 'b-date'}",{'id': '44'},,,,,,,,,,,,,,,,,
"{'TEXT': '0', 'LABEL': 'b-company'}","{'TEXT': 'SAISDONS', 'LABEL': 'i-company'}","{'TEXT': '18/06/2017', 'LABEL': 'b-date'}",{'id': '637'},,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '3.72€', 'LABEL': 'b-total'}","{'TEXT': '16/02/2017', 'LABEL': 'b-date'}",{'id': '87'},,,,,,,,,,,,,,,,,
"{'TEXT': '28703717—', 'LABEL': 'b-date'}",{'id': '1610'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '1.60€', 'LABEL': 'b-total'}","{'TEXT': '30/03/2017', 'LABEL': 'b-date'}",{'id': '384'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'À', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'A', 'LABEL': 'i-address'}","{'TEXT': 'ROÛHELLE', 'LABEL': 'i-address'}","{'TEXT': 'el', 'LABEL': 'i-address'}","{'TEXT': '6', 'LABEL': 'i-address'}","{'TEXT': 'eet', 'LABEL': 'i-address'}","{'TEXT': '07', 'LABEL': 'i-address'}","{'TEXT': 'e)', 'LABEL': 'i-address'}","{'TEXT': '2', 'LABEL': 'i-address'}","{'TEXT': '50.00€', 'LABEL': 'b-total'}","{'TEXT': '24/03/2017', 'LABEL': 'b-date'}",{'id': '435'},,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '3.21€', 'LABEL': 'b-total'}","{'TEXT': '09/08/2017', 'LABEL': 'b-date'}",{'id': '347'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '7.90€', 'LABEL': 'b-total'}","{'TEXT': '28/03/2017', 'LABEL': 'b-date'}",{'id': '421'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CTTY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIÈRIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '28/04/2017', 'LABEL': 'b-date'}",{'id': '409'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'LÀ', 'LABEL': 'b-company'}","{'TEXT': 'TAVERNE', 'LABEL': 'i-company'}","{'TEXT': 'DE', 'LABEL': 'i-company'}","{'TEXT': 'TASDON', 'LABEL': 'i-company'}","{'TEXT': '83', 'LABEL': 'b-address'}","{'TEXT': 'Emile', 'LABEL': 'i-address'}","{'TEXT': 'Normandin', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '16/01/2017', 'LABEL': 'b-date'}","{'TEXT': '€0.', 'LABEL': 'b-total'}",{'id': '1837'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'J', 'LABEL': 'b-date'}",{'id': '582'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'Bienvenue', 'LABEL': 'b-company'}","{'TEXT': 'ST', 'LABEL': 'i-address'}","{'TEXT': 'BRIEUC', 'LABEL': 'i-address'}","{'TEXT': 'BIENVENUE', 'LABEL': 'i-address'}","{'TEXT': '*', 'LABEL': 'i-address'}","{'TEXT': 'Lundi', 'LABEL': 'i-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h00', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '271h00', 'LABEL': 'i-address'}","{'TEXT': '3,90', 'LABEL': 'b-total'}","{'TEXT': '17.06.17', 'LABEL': 'b-date'}",{'id': '596'},,,,,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Ayÿtré.', 'LABEL': 'i-address'}","{'TEXT': '18.96€', 'LABEL': 'b-total'}","{'TEXT': '30/11/2016', 'LABEL': 'b-date'}",{'id': '233'},,,,,,,,,
"{'TEXT': 'YAUVERT', 'LABEL': 'b-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '8H30', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '19430', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9H00', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12430', 'LABEL': 'i-address'}","{'TEXT': 'Bienvenue', 'LABEL': 'i-address'}","{'TEXT': 'chez', 'LABEL': 'i-address'}","{'TEXT': 'Carrefour', 'LABEL': 'i-address'}","{'TEXT': 'Market', 'LABEL': 'i-address'}","{'TEXT': '0.50€', 'LABEL': 'b-total'}","{'TEXT': '15/02/2017', 'LABEL': 'b-date'}",{'id': '569'},,,,,,,,,,,,
"{'TEXT': 'DEPENDANTE', 'LABEL': 'i-company'}","{'TEXT': 's', 'LABEL': 'i-company'}","{'TEXT': 'A', 'LABEL': 'i-company'}","{'TEXT': 'S', 'LABEL': 'i-company'}","{'TEXT': 'LES', 'LABEL': 'i-company'}","{'TEXT': 'BOIFFIERS', 'LABEL': 'i-company'}","{'TEXT': '1', 'LABEL': 'i-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DES', 'LABEL': 'i-address'}","{'TEXT': 'POUFFES', 'LABEL': 'i-address'}","{'TEXT': '17100', 'LABEL': 'i-address'}","{'TEXT': 'SAINTES', 'LABEL': 'i-address'}","{'TEXT': '10/06/2017', 'LABEL': 'b-date'}",{'id': '1214'},,,,,,,,,,,,,,,,,
{'id': '794'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'COMMMANDE', 'LABEL': 'i-company'}","{'TEXT': '91/05/16', 'LABEL': 'b-date'}","{'TEXT': '8.25', 'LABEL': 'b-total'}",{'id': '970'},,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'ELecierc®', 'LABEL': 'i-company'}","{'TEXT': 'E—', 'LABEL': 'b-company'}","{'TEXT': 'LECLERE', 'LABEL': 'i-company'}","{'TEXT': 'Parc', 'LABEL': 'i-company'}","{'TEXT': 'Conmercial', 'LABEL': 'i-address'}","{'TEXT': 'du', 'LABEL': 'i-address'}","{'TEXT': 'Fiefr', 'LABEL': 'i-address'}","{'TEXT': 'Rose', 'LABEL': 'i-address'}","{'TEXT': '17140', 'LABEL': 'i-address'}","{'TEXT': 'LAGORD', 'LABEL': 'i-address'}","{'TEXT': 'décenbre', 'LABEL': 'i-date'}","{'TEXT': '2016', 'LABEL': 'i-date'}","{'TEXT': '28/12/16', 'LABEL': 'b-date'}","{'TEXT': '9.97', 'LABEL': 'b-total'}",{'id': '743'},,,,,,,,,,,,,,,,
"{'TEXT': 'LANIDIS', 'LABEL': 'i-company'}","{'TEXT': '21', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'EUGENE_', 'LABEL': 'i-address'}","{'TEXT': 'D‘OR', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA_ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': 'VOTRE', 'LABEL': 'i-address'}","{'TEXT': 'TNTERMARCHE', 'LABEL': 'i-address'}","{'TEXT': '13,42', 'LABEL': 'b-total'}","{'TEXT': '18/', 'LABEL': 'b-date'}","{'TEXT': '12/2016', 'LABEL': 'i-date'}",{'id': '757'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'smm', 'LABEL': 'i-company'}","{'TEXT': 'TA]BIAI', 'LABEL': 'b-company'}","{'TEXT': '’I', 'LABEL': 'i-company'}","{'TEXT': 'JlA', 'LABEL': 'i-company'}","{'TEXT': '»', 'LABEL': 'i-company'}","{'TEXT': 'î,', 'LABEL': 'i-company'}","{'TEXT': 'Rue', 'LABEL': 'b-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': 'la', 'LABEL': 'i-address'}","{'TEXT': 'Scier', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROC—ELLE', 'LABEL': 'i-address'}","{'TEXT': '24Nov‘16', 'LABEL': 'b-date'}",{'id': '742'},,,,,,,,,,,,,,,,
"{'TEXT': 'LSEU', 'LABEL': 'b-company'}","{'TEXT': '4', 'LABEL': 'b-address'}","{'TEXT': 'PLACE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'CHAÏNE', 'LABEL': 'i-address'}","{'TEXT': '—', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': 'JEUDI', 'LABEL': 'i-address'}","{'TEXT': '21', 'LABEL': 'i-address'}","{'TEXT': 'JUZLLET', 'LABEL': 'i-address'}","{'TEXT': '2016', 'LABEL': 'i-address'}","{'TEXT': 'Gar', 'LABEL': 'i-address'}","{'TEXT': '4', 'LABEL': 'i-address'}","{'TEXT': '9,90', 'LABEL': 'b-total'}",{'id': '965'},,,,,,,,,,,,,
"{'TEXT': 'ECHANGEUR', 'LABEL': 'b-company'}","{'TEXT': '33', 'LABEL': 'i-company'}","{'TEXT': 'A10', 'LABEL': 'i-company'}","{'TEXT': 'ASF', 'LABEL': 'i-company'}","{'TEXT': '79360', 'LABEL': 'b-address'}","{'TEXT': 'GRANZAY—GRIPT', 'LABEL': 'i-address'}","{'TEXT': 'Tel:3605', 'LABEL': 'i-address'}","{'TEXT': '02/01/17', 'LABEL': 'b-date'}","{'TEXT': '14,70', 'LABEL': 'b-total'}",{'id': '795'},,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CASTORAMA', 'LABEL': 'b-company'}","{'TEXT': 'FRANCE', 'LABEL': 'i-company'}","{'TEXT': 'S.A.S', 'LABEL': 'i-company'}","{'TEXT': '600', 'LABEL': 'b-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'du', 'LABEL': 'i-address'}","{'TEXT': 'Bon', 'LABEL': 'i-address'}","{'TEXT': 'Vent', 'LABEL': 'i-address'}","{'TEXT': '©', 'LABEL': 'i-address'}","{'TEXT': 'cs_', 'LABEL': 'i-address'}","{'TEXT': '30072', 'LABEL': 'i-address'}","{'TEXT': '84918', 'LABEL': 'i-address'}","{'TEXT': 'AVIGNON', 'LABEL': 'i-address'}","{'TEXT': 'Cédex', 'LABEL': 'i-address'}","{'TEXT': '9', 'LABEL': 'i-address'}","{'TEXT': '92.65', 'LABEL': 'b-total'}","{'TEXT': '06/10/2016', 'LABEL': 'b-date'}",{'id': '1567'},,,,,,,,,,,,,
"{'TEXT': 'Ka©lDFEs', 'LABEL': 'b-company'}","{'TEXT': '276', 'LABEL': 'b-address'}","{'TEXT': '—', 'LABEL': 'i-address'}","{'TEXT': '278', 'LABEL': 'i-address'}","{'TEXT': 'Cours', 'LABEL': 'i-address'}","{'TEXT': 'Lafaÿette', 'LABEL': 'i-address'}","{'TEXT': '69003—', 'LABEL': 'i-address'}","{'TEXT': 'Lyon', 'LABEL': 'i-address'}","{'TEXT': 'Lundi', 'LABEL': 'i-address'}","{'TEXT': '—', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': '3', 'LABEL': 'i-address'}","{'TEXT': 'P', 'LABEL': 'i-address'}","{'TEXT': '90', 'LABEL': 'i-address'}","{'TEXT': '20', 'LABEL': 'i-address'}","{'TEXT': 'h', 'LABEL': 'i-address'}","{'TEXT': '30', 'LABEL': 'i-address'}","{'TEXT': '20,89', 'LABEL': 'b-total'}",{'id': '781'},,,,,,,,,,,,
"{'TEXT': 'CARREFOUR', 'LABEL': 'b-company'}","{'TEXT': 'CITY', 'LABEL': 'i-company'}","{'TEXT': 'ORLEANS', 'LABEL': 'i-company'}","{'TEXT': '1,', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DU', 'LABEL': 'i-address'}","{'TEXT': 'GRENIER', 'LABEL': 'i-address'}","{'TEXT': 'A', 'LABEL': 'i-address'}","{'TEXT': 'SEL', 'LABEL': 'i-address'}","{'TEXT': '45000', 'LABEL': 'i-address'}","{'TEXT': 'ORLEANS', 'LABEL': 'i-address'}","{'TEXT': '03/03/2017', 'LABEL': 'b-date'}",{'id': '554'},,,,,,,,,,,,,,,,,,
"{'TEXT': '15/03/201', 'LABEL': 'b-date'}",{'id': '434'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'L9DKL', 'LABEL': 'i-company'}","{'TEXT': '2829', 'LABEL': 'b-address'}","{'TEXT': '24', 'LABEL': 'i-address'}","{'TEXT': 'avenue', 'LABEL': 'i-address'}","{'TEXT': 'François', 'LABEL': 'i-address'}","{'TEXT': 'Mitterand', 'LABEL': 'i-address'}","{'TEXT': '17700', 'LABEL': 'i-address'}","{'TEXT': 'SURGERES', 'LABEL': 'i-address'}","{'TEXT': 'Lundi', 'LABEL': 'i-address'}","{'TEXT': '—', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': '08h30—19h30', 'LABEL': 'i-address'}","{'TEXT': '12.04.17', 'LABEL': 'b-date'}",{'id': '1163'},,,,,,,,,,,,,,,,,
